 (2.138521087556426004e+00+0.000000000000000000e+00j), (3.764774774755589526e+00+0.000000000000000000e+00j)
 (3.727165938723479233e+00+0.000000000000000000e+00j), (3.695169328475179427e+00+0.000000000000000000e+00j)
 (4.962320695305061591e+00+0.000000000000000000e+00j), (1.330852361730783473e+00+0.000000000000000000e+00j)
 (4.655805045974768852e+00+0.000000000000000000e+00j), (-2.656896593985742516e-01+0.000000000000000000e+00j)
 (4.032957615775217164e+00+0.000000000000000000e+00j), (-7.063235302263294102e+00+0.000000000000000000e+00j)
 (3.633642623189325960e+00+0.000000000000000000e+00j), (-4.036340635541465716e+00+0.000000000000000000e+00j)
 (3.502663064865465969e+00+0.000000000000000000e+00j), (8.583909973202763499e-01+0.000000000000000000e+00j)
 (4.359752268762872696e+00+0.000000000000000000e+00j), (-6.478193319407788309e+00+0.000000000000000000e+00j)
 (3.756119239284722688e+00+0.000000000000000000e+00j), (5.016343490517799708e+00+0.000000000000000000e+00j)
 (4.367754089530965445e+00+0.000000000000000000e+00j), (-4.683483248945703448e-01+0.000000000000000000e+00j)
 (5.185702773935079612e+00+0.000000000000000000e+00j), (7.250131637323060652e-01+0.000000000000000000e+00j)
 (4.156183165253286127e+00+0.000000000000000000e+00j), (-1.630862911788557801e+00+0.000000000000000000e+00j)
 (3.984748468773351870e+00+0.000000000000000000e+00j), (-3.565717670508893100e+00+0.000000000000000000e+00j)
 (3.779194383166907478e+00+0.000000000000000000e+00j), (-1.127823399158329742e-01+0.000000000000000000e+00j)
 (3.752530409905374231e+00+0.000000000000000000e+00j), (-5.940670137601738787e+00+0.000000000000000000e+00j)
 (3.247179196713640081e+00+0.000000000000000000e+00j), (-5.760446676048060155e+00+0.000000000000000000e+00j)
 (4.546284081392675702e+00+0.000000000000000000e+00j), (1.912691683807376197e+00+0.000000000000000000e+00j)
 (4.438129225324361826e+00+0.000000000000000000e+00j), (5.502332927787614736e+00+0.000000000000000000e+00j)
 (4.979504288062535089e+00+0.000000000000000000e+00j), (3.997771587598657472e-01+0.000000000000000000e+00j)
 (3.777527216001361765e+00+0.000000000000000000e+00j), (-3.187001361729560500e+00+0.000000000000000000e+00j)
 (3.891222977298243180e+00+0.000000000000000000e+00j), (2.342936612362010784e+00+0.000000000000000000e+00j)
 (5.352193729064850913e+00+0.000000000000000000e+00j), (8.249417630433528714e-01+0.000000000000000000e+00j)
 (3.235727309150970399e+00+0.000000000000000000e+00j), (7.392100586079985547e+00+0.000000000000000000e+00j)
 (3.101177906238522741e+00+0.000000000000000000e+00j), (-5.285581064635390014e+00+0.000000000000000000e+00j)
 (4.112228981361102598e+00+0.000000000000000000e+00j), (-6.032202739563446769e+00+0.000000000000000000e+00j)
 (4.019618326645288064e+00+0.000000000000000000e+00j), (-2.254828388918350246e+00+0.000000000000000000e+00j)
 (3.325964547565169571e+00+0.000000000000000000e+00j), (-6.023406283934285455e+00+0.000000000000000000e+00j)
 (3.189480417318398153e+00+0.000000000000000000e+00j), (5.855300235080798110e+00+0.000000000000000000e+00j)
 (2.985835257452452485e+00+0.000000000000000000e+00j), (1.312771846371808993e+00+0.000000000000000000e+00j)
 (3.405149599853751319e+00+0.000000000000000000e+00j), (-2.795440248136443095e+00+0.000000000000000000e+00j)
 (3.456005861293478976e+00+0.000000000000000000e+00j), (-1.324343074815577559e+00+0.000000000000000000e+00j)
 (3.370427008231180466e+00+0.000000000000000000e+00j), (1.762030045330439831e+00+0.000000000000000000e+00j)
 (2.919795230058325863e+00+0.000000000000000000e+00j), (1.027176215627953137e+00+0.000000000000000000e+00j)
 (4.177024110325017858e+00+0.000000000000000000e+00j), (3.085649283461783909e+00+0.000000000000000000e+00j)
 (3.087404480900567627e+00+0.000000000000000000e+00j), (-1.670043433604629923e+00+0.000000000000000000e+00j)
 (4.971687902473478360e+00+0.000000000000000000e+00j), (-7.839582685368375881e-01+0.000000000000000000e+00j)
 (3.879067573636242994e+00+0.000000000000000000e+00j), (1.464491498236567768e+00+0.000000000000000000e+00j)
 (4.112530509646680876e+00+0.000000000000000000e+00j), (6.202547183945386955e+00+0.000000000000000000e+00j)
 (4.097844241079167560e+00+0.000000000000000000e+00j), (-2.513210947423188735e+00+0.000000000000000000e+00j)
 (3.510344494783685043e+00+0.000000000000000000e+00j), (-1.240846486176856445e+00+0.000000000000000000e+00j)
 (2.616126302288533267e+00+0.000000000000000000e+00j), (-7.593863110975343389e+00+0.000000000000000000e+00j)
 (3.850394288176819835e+00+0.000000000000000000e+00j), (-3.125390311364113494e+00+0.000000000000000000e+00j)
 (4.409827665481094172e+00+0.000000000000000000e+00j), (2.850082543239639943e+00+0.000000000000000000e+00j)
 (5.050078044812517319e+00+0.000000000000000000e+00j), (1.043860484707471725e+00+0.000000000000000000e+00j)
 (3.801461450467684244e+00+0.000000000000000000e+00j), (-3.330907780814064800e+00+0.000000000000000000e+00j)
 (2.882744079259516923e+00+0.000000000000000000e+00j), (-1.262141900781186266e+00+0.000000000000000000e+00j)
 (4.899123938899997199e+00+0.000000000000000000e+00j), (-5.021967126990924957e-01+0.000000000000000000e+00j)
 (4.538151144726342068e+00+0.000000000000000000e+00j), (5.790867558390058178e+00+0.000000000000000000e+00j)
 (3.503284305880404403e+00+0.000000000000000000e+00j), (-2.829204018623675765e+00+0.000000000000000000e+00j)
 (3.251927329860552440e+00+0.000000000000000000e+00j), (-1.424404950889148758e+00+0.000000000000000000e+00j)
 (4.451318917510181272e+00+0.000000000000000000e+00j), (-8.736019584461526932e+00+0.000000000000000000e+00j)
 (4.701289377960211624e+00+0.000000000000000000e+00j), (-2.787483557895217512e+00+0.000000000000000000e+00j)
 (4.103814794155558054e+00+0.000000000000000000e+00j), (1.022012107845901241e+00+0.000000000000000000e+00j)
 (4.344203597865158528e+00+0.000000000000000000e+00j), (-7.890651653446211000e+00+0.000000000000000000e+00j)
 (3.217479843490509417e+00+0.000000000000000000e+00j), (8.317423572590278980e+00+0.000000000000000000e+00j)
 (5.009041652327188565e+00+0.000000000000000000e+00j), (-3.769158869351290964e+00+0.000000000000000000e+00j)
 (4.648449029812361744e+00+0.000000000000000000e+00j), (-2.048237932493818914e+00+0.000000000000000000e+00j)
 (3.459181494933749601e+00+0.000000000000000000e+00j), (-1.331727878110553931e+00+0.000000000000000000e+00j)
 (4.034103769870286627e+00+0.000000000000000000e+00j), (-3.749240486736153954e-01+0.000000000000000000e+00j)
 (3.832354867765051409e+00+0.000000000000000000e+00j), (2.410147513501368355e+00+0.000000000000000000e+00j)
 (3.703691457203330373e+00+0.000000000000000000e+00j), (1.738304801270827316e+00+0.000000000000000000e+00j)
 (2.976449081441788103e+00+0.000000000000000000e+00j), (-5.636115123696005647e+00+0.000000000000000000e+00j)
 (4.301147220899474100e+00+0.000000000000000000e+00j), (7.232360459658945473e+00+0.000000000000000000e+00j)
 (3.002922458270504524e+00+0.000000000000000000e+00j), (4.064308789966818658e+00+0.000000000000000000e+00j)
 (4.707934798668278020e+00+0.000000000000000000e+00j), (2.902389590087961935e+00+0.000000000000000000e+00j)
 (4.294158955021591950e+00+0.000000000000000000e+00j), (4.044486021626238603e+00+0.000000000000000000e+00j)
 (3.701975772495776695e+00+0.000000000000000000e+00j), (-6.175935295419337834e+00+0.000000000000000000e+00j)
 (3.306278197184976175e+00+0.000000000000000000e+00j), (-4.506125890611579088e+00+0.000000000000000000e+00j)
 (4.454644000083958666e+00+0.000000000000000000e+00j), (-6.910327657227876230e+00+0.000000000000000000e+00j)
 (2.518081257141678631e+00+0.000000000000000000e+00j), (-3.453288501413084521e+00+0.000000000000000000e+00j)
 (4.229853615321282234e+00+0.000000000000000000e+00j), (-5.021713393259275904e+00+0.000000000000000000e+00j)
 (3.478922490169932935e+00+0.000000000000000000e+00j), (3.243138111775408561e+00+0.000000000000000000e+00j)
 (3.713864153630399567e+00+0.000000000000000000e+00j), (7.342488184775732840e-01+0.000000000000000000e+00j)
 (3.971387180956170937e+00+0.000000000000000000e+00j), (2.380749378597196042e+00+0.000000000000000000e+00j)
 (3.660576329995016920e+00+0.000000000000000000e+00j), (4.286164071081934424e+00+0.000000000000000000e+00j)
 (3.939314425610273673e+00+0.000000000000000000e+00j), (5.245530110955019865e+00+0.000000000000000000e+00j)
 (3.589250403506146103e+00+0.000000000000000000e+00j), (5.559628709275282965e+00+0.000000000000000000e+00j)
 (3.662308707105861760e+00+0.000000000000000000e+00j), (-3.103454780082487652e+00+0.000000000000000000e+00j)
 (3.533756383197945272e+00+0.000000000000000000e+00j), (1.810544701408970392e+00+0.000000000000000000e+00j)
 (2.880668724162527283e+00+0.000000000000000000e+00j), (-8.354367796250084410e+00+0.000000000000000000e+00j)
 (3.496053654473375349e+00+0.000000000000000000e+00j), (-4.667452312791594338e+00+0.000000000000000000e+00j)
 (5.378446637684486831e+00+0.000000000000000000e+00j), (-2.994923836571372622e+00+0.000000000000000000e+00j)
 (4.212867145156519832e+00+0.000000000000000000e+00j), (9.111643122669266237e-01+0.000000000000000000e+00j)
 (3.126753497750677013e+00+0.000000000000000000e+00j), (4.012938778772800141e+00+0.000000000000000000e+00j)
 (3.616369717383079774e+00+0.000000000000000000e+00j), (-5.749673494827104214e+00+0.000000000000000000e+00j)
 (4.568353863593205055e+00+0.000000000000000000e+00j), (6.606289154612536851e-01+0.000000000000000000e+00j)
 (2.907062098918984816e+00+0.000000000000000000e+00j), (-2.446681533690997945e+00+0.000000000000000000e+00j)
 (4.866996367002576207e+00+0.000000000000000000e+00j), (-1.361581435250891703e+00+0.000000000000000000e+00j)
 (4.648688409215365525e+00+0.000000000000000000e+00j), (-7.083024565879022516e-01+0.000000000000000000e+00j)
 (2.290821806295636254e+00+0.000000000000000000e+00j), (5.765761997384537096e+00+0.000000000000000000e+00j)
 (3.454101798569060744e+00+0.000000000000000000e+00j), (-6.005716262393442362e-01+0.000000000000000000e+00j)
 (2.827581380726086557e+00+0.000000000000000000e+00j), (1.737453434334551350e+00+0.000000000000000000e+00j)
 (4.999511169772139496e+00+0.000000000000000000e+00j), (-6.020134834657932643e+00+0.000000000000000000e+00j)
 (3.382299648728298358e+00+0.000000000000000000e+00j), (3.257269142164243458e+00+0.000000000000000000e+00j)
 (5.812912738580891414e+00+0.000000000000000000e+00j), (-7.227541773936638769e-01+0.000000000000000000e+00j)
 (3.931196608117709879e+00+0.000000000000000000e+00j), (4.546044180606589435e+00+0.000000000000000000e+00j)
 (3.790931156098681143e+00+0.000000000000000000e+00j), (-1.571234527767311651e+00+0.000000000000000000e+00j)
 (4.176000324912477524e+00+0.000000000000000000e+00j), (-5.508607129998392971e+00+0.000000000000000000e+00j)
 (3.517178624952692179e+00+0.000000000000000000e+00j), (-3.378682095641310390e+00+0.000000000000000000e+00j)
 (5.113601963829930597e+00+0.000000000000000000e+00j), (5.454216963160861908e+00+0.000000000000000000e+00j)
 (4.653907012697001022e+00+0.000000000000000000e+00j), (3.358781871967504440e-01+0.000000000000000000e+00j)
 (3.011345626708070711e+00+0.000000000000000000e+00j), (-2.353747313438849353e+00+0.000000000000000000e+00j)
 (3.264976584318406871e+00+0.000000000000000000e+00j), (6.574011924052691747e+00+0.000000000000000000e+00j)
 (4.833892652033934922e+00+0.000000000000000000e+00j), (-6.238089085616774554e+00+0.000000000000000000e+00j)
 (3.282126095805974586e+00+0.000000000000000000e+00j), (-3.770949340694017771e+00+0.000000000000000000e+00j)
 (4.673575128460327299e+00+0.000000000000000000e+00j), (-5.172831978392531838e+00+0.000000000000000000e+00j)
 (3.287248407582743059e+00+0.000000000000000000e+00j), (-3.789458301010596664e+00+0.000000000000000000e+00j)
 (3.946145210915746215e+00+0.000000000000000000e+00j), (-3.228747438588833951e+00+0.000000000000000000e+00j)
 (3.325071553394276958e+00+0.000000000000000000e+00j), (-1.207910578857466666e+00+0.000000000000000000e+00j)
 (4.127359527990086541e+00+0.000000000000000000e+00j), (-5.428047123336069646e+00+0.000000000000000000e+00j)
 (4.172634639841074744e+00+0.000000000000000000e+00j), (3.805191487253324567e+00+0.000000000000000000e+00j)
 (3.208512164738019923e+00+0.000000000000000000e+00j), (2.269307609942003978e-01+0.000000000000000000e+00j)
 (1.743488259329474710e+00+0.000000000000000000e+00j), (2.577877188739889913e+00+0.000000000000000000e+00j)
 (3.327983348429805588e+00+0.000000000000000000e+00j), (-3.240516312810263866e+00+0.000000000000000000e+00j)
 (4.723357338260838034e+00+0.000000000000000000e+00j), (-2.960853410030405364e+00+0.000000000000000000e+00j)
 (3.303857759407791139e+00+0.000000000000000000e+00j), (1.478046973945026377e+00+0.000000000000000000e+00j)
 (3.320622238884818778e+00+0.000000000000000000e+00j), (-2.505713968781719814e+00+0.000000000000000000e+00j)
 (3.899918306841511750e+00+0.000000000000000000e+00j), (1.499081968130220321e-01+0.000000000000000000e+00j)
 (4.324164347471908698e+00+0.000000000000000000e+00j), (-2.265178498133073592e-01+0.000000000000000000e+00j)
 (3.376831646385026531e+00+0.000000000000000000e+00j), (-4.537827571389447812e+00+0.000000000000000000e+00j)
 (2.924993085845036589e+00+0.000000000000000000e+00j), (8.173146907759885949e+00+0.000000000000000000e+00j)
 (3.415325186077644126e+00+0.000000000000000000e+00j), (9.331810462264458650e+00+0.000000000000000000e+00j)
 (4.352104533027610245e+00+0.000000000000000000e+00j), (-2.809321139357028319e+00+0.000000000000000000e+00j)
 (2.624036187090446504e+00+0.000000000000000000e+00j), (2.925020726590120024e+00+0.000000000000000000e+00j)
 (4.414237392981311459e+00+0.000000000000000000e+00j), (9.531465796584782879e+00+0.000000000000000000e+00j)
 (3.791561226616400049e+00+0.000000000000000000e+00j), (2.194058899659265371e+00+0.000000000000000000e+00j)
 (4.793394656228615602e+00+0.000000000000000000e+00j), (-2.071446992922164831e+00+0.000000000000000000e+00j)
 (3.923967592894156198e+00+0.000000000000000000e+00j), (-3.446151144490901430e+00+0.000000000000000000e+00j)
 (2.283568047954498859e+00+0.000000000000000000e+00j), (-4.974531124770923185e+00+0.000000000000000000e+00j)
 (2.941371829700315743e+00+0.000000000000000000e+00j), (1.621318080855493893e-01+0.000000000000000000e+00j)
 (5.786701003687568345e+00+0.000000000000000000e+00j), (1.256235727737561314e+00+0.000000000000000000e+00j)
 (4.233034572520159244e+00+0.000000000000000000e+00j), (-3.610564287990822407e+00+0.000000000000000000e+00j)
 (4.100148319741736991e+00+0.000000000000000000e+00j), (-1.418638051164510916e+00+0.000000000000000000e+00j)
 (3.800758021462521619e+00+0.000000000000000000e+00j), (2.236540439541310654e+00+0.000000000000000000e+00j)
 (4.045990043222316146e+00+0.000000000000000000e+00j), (-1.577585665524958047e+00+0.000000000000000000e+00j)
 (3.878437088322715720e+00+0.000000000000000000e+00j), (-3.953096796741777386e-01+0.000000000000000000e+00j)
 (3.582385684011562432e+00+0.000000000000000000e+00j), (-1.920751643611849468e+00+0.000000000000000000e+00j)
 (2.332316267239861851e+00+0.000000000000000000e+00j), (3.284232127555649861e+00+0.000000000000000000e+00j)
 (3.486589108135826898e+00+0.000000000000000000e+00j), (-3.088940639179861058e+00+0.000000000000000000e+00j)
 (4.452808858947524762e+00+0.000000000000000000e+00j), (-7.174234387945401359e+00+0.000000000000000000e+00j)
 (3.176180716721449748e+00+0.000000000000000000e+00j), (-3.873984060181758338e+00+0.000000000000000000e+00j)
 (2.277194966366605566e+00+0.000000000000000000e+00j), (-4.921844954353852941e+00+0.000000000000000000e+00j)
 (4.414062894361307166e+00+0.000000000000000000e+00j), (-1.150764309678671271e+00+0.000000000000000000e+00j)
 (3.997716260405457245e+00+0.000000000000000000e+00j), (6.859234893951899892e-01+0.000000000000000000e+00j)
 (3.862602475749356223e+00+0.000000000000000000e+00j), (-8.905582009430005996e+00+0.000000000000000000e+00j)
 (3.877884043240673595e+00+0.000000000000000000e+00j), (-6.280277583190536639e+00+0.000000000000000000e+00j)
 (4.155245775822736576e+00+0.000000000000000000e+00j), (2.454727405717599176e+00+0.000000000000000000e+00j)
 (5.067751241347457025e+00+0.000000000000000000e+00j), (4.308673330291032944e-01+0.000000000000000000e+00j)
 (4.150603458916468647e+00+0.000000000000000000e+00j), (-1.770840741807909291e+00+0.000000000000000000e+00j)
 (3.544978160065519468e+00+0.000000000000000000e+00j), (-1.176993655964241769e+00+0.000000000000000000e+00j)
 (3.384338754412660411e+00+0.000000000000000000e+00j), (-8.082332150655191505e-02+0.000000000000000000e+00j)
 (2.698034237064335983e+00+0.000000000000000000e+00j), (-1.905208392135492090e+00+0.000000000000000000e+00j)
 (4.433634365816359058e+00+0.000000000000000000e+00j), (-3.850607459792084519e+00+0.000000000000000000e+00j)
 (3.249568740480989870e+00+0.000000000000000000e+00j), (8.410744573119375289e+00+0.000000000000000000e+00j)
 (4.226348807604869862e+00+0.000000000000000000e+00j), (-9.837641799818798161e-01+0.000000000000000000e+00j)
 (5.680025252625041432e+00+0.000000000000000000e+00j), (-9.227379432780320911e+00+0.000000000000000000e+00j)
 (3.034613851733001688e+00+0.000000000000000000e+00j), (-2.693442068400238920e+00+0.000000000000000000e+00j)
 (4.963512394509185910e+00+0.000000000000000000e+00j), (3.981894131247224244e+00+0.000000000000000000e+00j)
 (3.876888162978984198e+00+0.000000000000000000e+00j), (-4.589371583403423216e+00+0.000000000000000000e+00j)
